Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=CWD msg=audit(1779748076.428:480): cwd=""/home/alumno""",INFO,"El usuario cambió el directorio de trabajo (CWD) a /home/alumno, lo cual es normal y no requiere monitoreo adicional.",4.8,llama3.2:3b
"type=PATH msg=audit(1779748076.428:480): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura o escritura no autorizada del archivo crítico /etc/shadow, posible intento de robo de credenciales o manipulación de configuraciones de sistema.",5.31,llama3.2:3b
type=PROCTITLE msg=audit(1779748076.428:480): proctitle=7375646F006170742D67657400757064617465,INFO,El cambio de título del proceso no es inusual y puede ser un indicador normal de ejecución de aplicaciones.,4.34,llama3.2:3b
"type=SYSCALL msg=audit(1779748078.316:482): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f2d07f682c4 a2=80000 a3=0 items=1 ppid=1371 pid=1381 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El usuario ejecutó sudo, lo cual es normal en tareas administrativas y requiere monitoreo por la potencial manipulación de permisos.",5.13,llama3.2:3b
"type=CWD msg=audit(1779748078.316:482): cwd=""/home/alumno""",INFO,"El usuario cambió la ubicación actual de trabajo (/home/alumno), lo cual es normal en un entorno de desarrollo.",4.51,llama3.2:3b
"type=PATH msg=audit(1779748078.316:482): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso no autorizado a un archivo crítico (/etc/shadow) con permisos restrictivos, lo cual puede generar riesgos de seguridad si se utiliza como almacenamiento de credenciales.",5.33,llama3.2:3b
type=PROCTITLE msg=audit(1779748078.316:482): proctitle=7375646F006170742D67657400757064617465,INFO,El cambio de título del proceso no es inusual y se relaciona comúnmente con el funcionamiento de los sistemas operativos.,4.65,llama3.2:3b
"type=SYSCALL msg=audit(1779748078.320:486): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f2d07f682c4 a2=80000 a3=0 items=1 ppid=1371 pid=1381 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",BAJO,"El usuario ejecutó sudo con permisos elevados, lo cual es común en tareas administrativas, pero requiere monitoreo.",5.1,llama3.2:3b
"type=CWD msg=audit(1779748078.320:486): cwd=""/home/alumno""",BAJO,"El usuario está accediendo a un directorio específico, lo cual es normal en entornos de desarrollo o administración local.",4.71,llama3.2:3b
"type=PATH msg=audit(1779748078.320:486): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso a un archivo crítico (/etc/shadow) con permisos inadecuados, posible intento de robo de credenciales o manipulación de información sensible.",5.39,llama3.2:3b
type=PROCTITLE msg=audit(1779748078.320:486): proctitle=7375646F006170742D67657400757064617465,BAJO,"El título del proceso no revela información sensible, y es común en sistemas basados en Linux.",4.23,llama3.2:3b
"type=SYSCALL msg=audit(1779748215.588:543): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f0361be72c4 a2=80000 a3=0 items=1 ppid=1371 pid=1414 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario 'alumno' intentó ejecutar el comando 'sudo' con permisos elevados, lo cual es inusual y requiere monitoreo para detectar posibles intentos de ciberataques.",5.76,llama3.2:3b
"type=CWD msg=audit(1779748215.588:543): cwd=""/home/alumno""",BAJO,"El usuario cambió el directorio de trabajo a /home/alumno, lo cual es normal y no indica un intento de acceso ilegal.",4.76,llama3.2:3b
"type=PATH msg=audit(1779748215.588:543): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso no autorizado a un archivo crítico de configuración (/etc/shadow), posible intento de robo de credenciales o manipulación de datos sensibles.",5.46,llama3.2:3b
type=PROCTITLE msg=audit(1779748215.588:543): proctitle=7375646F0073797374656D63746C0073746174757300617564697464,BAJO,La configuración de título del proceso es normal y no indica un comportamiento sospechoso.,4.22,llama3.2:3b
"type=SYSCALL msg=audit(1779748378.332:566): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fbfd6e072c4 a2=80000 a3=0 items=1 ppid=1371 pid=1419 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",BAJO,"El usuario ejecutó sudo con permisos de root, lo cual es normal en tareas administrativas, pero requiere monitoreo.",5.02,llama3.2:3b
"type=CWD msg=audit(1779748378.332:566): cwd=""/home/alumno""",INFO,"El usuario cambió de directorio (/home/alumno), lo cual es normal en una sesión de trabajo.",4.32,llama3.2:3b
"type=PATH msg=audit(1779748378.332:566): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow es un archivo de configuracion por default con permisos restrictivos, lo cual es normal y no requiere monitoreo adicional.",4.95,llama3.2:3b
type=PROCTITLE msg=audit(1779748378.332:566): proctitle=7375646F0075736572616464007573756172696F5F66616E7461736D61,BAJO,"El log muestra un cambio de nombre del proceso, lo cual es normal en tareas administrativas, pero requiere monitoreo.",4.55,llama3.2:3b
"type=SYSCALL msg=audit(1779748378.344:581): arch=c000003e syscall=257 success=yes exit=10 a0=ffffff9c a1=561456717b00 a2=20902 a3=0 items=1 ppid=1420 pid=1421 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=4 comm=""useradd"" exe=""/usr/sbin/useradd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El usuario ejecutó useradd con permisos de root, lo cual puede ser preocupante en situaciones de concurrencia de tareas administrativas.",5.07,llama3.2:3b
"type=CWD msg=audit(1779748378.344:581): cwd=""/home/alumno""",BAJO,"El usuario ha iniciado sesión desde una carpeta específica, lo cual puede indicar un cambio en el comportamiento del usuario.",4.59,llama3.2:3b
"type=PATH msg=audit(1779748378.344:581): item=0 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow es un archivo de configuración crítico que contiene información sensible, pero su acceso está controlado por permisos estrictos.",4.9,llama3.2:3b
type=PROCTITLE msg=audit(1779748378.344:581): proctitle=75736572616464007573756172696F5F66616E7461736D61,BAJO,"El log muestra un cambio de título de proceso, lo cual es normal, pero requiere monitoreo para asegurarse de que no se estén ocultando información de seguridad.",5.07,llama3.2:3b
"type=SYSCALL msg=audit(1779748378.376:587): arch=c000003e syscall=82 success=yes exit=0 a0=7fff0e7037e0 a1=561456717b00 a2=7fff0e703750 a3=100 items=5 ppid=1420 pid=1421 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts1 ses=4 comm=""useradd"" exe=""/usr/sbin/useradd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=rename AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El comando useradd es un servicio de administración que requiere acceso limitado, pero la configuración de sujeto no confinado (unconfined) puede aumentar el riesgo de ataques.",5.72,llama3.2:3b
"type=CWD msg=audit(1779748378.376:587): cwd=""/home/alumno""",INFO,"El usuario está accediendo al directorio personal, lo cual es normal en un entorno de desarrollo local.",4.36,llama3.2:3b
"type=PATH msg=audit(1779748378.376:587): item=0 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",INFO,Cambios de directorio (chdir) en un directorio padre es común y normal.,4.27,llama3.2:3b
"type=PATH msg=audit(1779748378.376:587): item=1 name=""/etc/"" inode=1048577 dev=08:02 mode=040755 ouid=0 ogid=0 rdev=00:00 nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",ALTO,Cambios en el directorio /etc/ sugieren posibles intentos de manipulación del sistema o acceso no autorizado.,4.62,llama3.2:3b
"type=PATH msg=audit(1779748378.376:587): item=2 name=""/etc/shadow+"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"Se realizó un cambio de permisos en /etc/shadow, pero sin acceso a datos críticos.",4.36,llama3.2:3b
"type=PATH msg=audit(1779748378.376:587): item=3 name=""/etc/shadow"" inode=1049465 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Modificación de un archivo crítico (/Oetc/shadow) con permisos de exclusividad para el grupo de administración, posible intento de alteración de configuraciones fundamentales del sistema.",5.28,llama3.2:3b
