Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El uso de sudo indica que se están ejecutando comandos con privilegios elevados, lo cual es aceptable siempre y cuando la configuración segura esté en su lugar para evitar malas prácticas.",6.77,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,"El archivo passwd es fundamental para la seguridad del sistema, pero su alteración directa no indica actividades maliciosas actuales. Aun así, se recomienda revisión de permisos y auditorías regulares.",7.43,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""7"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El usuario con gid y euid no permitidos ha utilizado sudo para cambiar el directorio de inicio, lo cual podría indicar una manipulación potenzeal.",6.33,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Se observa una solicitud inesperada de acceso al archivo passwd que no sigue un patrón normal o autorizado, sugiriendo intentos fallidos poten0cialmente maliciosos.",7.02,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""6"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El syscall sudo puede representar un riesgo si se usa incorrectamente, pero sin indicación de mal uso evidente en el log.",5.45,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",INFO,"El usuario ejecutó ls en el directorio /etc, que es una operación estándar y no presenta riesgos significativos.",5.44,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""8"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El usuario con euid 0 ejecutó sudo, lo cual es normal para privilegiados pero puede indicar intentos de cambios no autorizados en archivos del sistema como passwd.",6.29,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"El log muestra un intento fallido de lectura del archivo /etc/shadow, lo cual podría significar que hay una actividad sospechosa relacionada con la autenticación o el acceso a credenciales.",7.46,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""13"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"El uso de sudo con la intención de modificar archivos de pasword es sospechoso y altamente arriesgado, especialmente dada su asociación al comando 'passwd'.",6.36,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Se registra un acceso no autorizado al archivo passwd con el comando cat, lo cual indica una posible búsqueda de credenciales o modificaciones ilegales.",7.29,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""13"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"La ejecución de sudo con permisos elevados (euid=0, suid=0) y la intención evidente del comando es realizar cambios en archivos de paswords. Esto indica un alto riesgo para los datos sensibles.",7.33,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"El registro muestra un intento fallido (exit=-13) por parte del usuario de acceder al archivo /etc/shadow, lo cual es extraño ya que este no debe ser modificable directamente a menos que se realicen cambios en las contraseñas.",7.78,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""13"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"Sudo se utilizó para intentar cambiar la contraseña, lo cual es sospechoso y poten0rmante riesg0us.",5.57,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,"Se capturó el intento del usuario de leer el archivo /etc/passwd con permisos de lectura, una operación que aunque permitida normalmente no requiere privilegios elevados.",6.87,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""13"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"Intento de ejecución sudo, normalmente seguido por comandos para cambiar contraseñas o modificar archivos críticos; la exit code es 13, indicando falta de permisos requeridos.",6.43,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",INFO,"La lectura del archivo /etc/passwd es una operación de baja entropía que permite ver la lista activa y no activa, pero normalmente admite privilegios root o elevados.",6.78,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""3"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""1000"", ""comm"": ""cat"", ""exe"": ""/usr/bin/cat"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El comando cat se utilizó, pero no indica directamente una amenaza. Sin embargo, la entrada del usuario con el grupo y permisos adecuados para cambiar contraseñas podría ser cuestionable.",6.81,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",BAJO,"El log muestra la ejecución normal del comando cat en el directorio /etc con permisos adecuados, sin indicar ningún comportamiento sospechoso.",6.03,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"La entrada del sistema 'systemd-tmpfile' es inusual ya que el comando no tiene sentido en un entorno de usuario root, lo cual puede ser sospechoso.",6.35,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,"El registro mostró el acceso al archivo /etc/passwd, que es un atributo de seguridad común y susceptible a intentos maliciosos como enmiendas no autorizadas.",6.65,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"Una operación exitosa por parte de systemd-tmpfile con permisos elevados (uid=euid=0) para modificar archivos del sistema como passwd indica un control normal, pero potenzales riesgos en la integridad y seguridad de los datos personales.",7.83,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",INFO,"El archivo paswrd es un objeto de syscalls auditados con éxito, indicativo de operaciones normales.",5.66,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",BAJO,"Intento de modificar archivos del sistema usando systemd-tmpfile, pero el uso es común y los datos no indican mal comportamiento.",5.6,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Auditoría detecta un sistema de archivos que no se ha escrito en la sección 'path', lo cual podría indicar movimiento o copia ilegal de los datos sensibles.",6.33,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"La operación systemd-tmpfiles con éxito implica cambios en archivos relacionados con contraseñas, lo que podría ser una actividad administrativa legítima o indicar intento de manipulación.",6.61,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Se detectó una actividad inusual al intentar acceder desde un host externo a través de SSH, mostrando direcciones IP extranjeras en los logs del sistema.",6.39,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",INFO,"La acción registrada es un intento normal de sistema para modificar archivos temporales relacionados con la seguridad del usuario root, sin indicadores claros de comportamiento anómalo.",6.15,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Intentar leer el archivo /etc/shadow con permisos de ejecución (como se ve en auditd log) es sospechoso y podría indicar un intento fallido o no autorizado, ya que este contenido generalmente solo debe ser accesible por root.",7.65,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"Sistema de archivos manipulado con privilegios elevados para crear o sobrescribir el directorio /run/systemd, indicativo del uso inusual que puede comprometer la seguridad.",6.55,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Se observan intentos persistentes con diferentes comandos (cat, grep) en el archivo /etc/passwd, lo cual indica un potenzable ataque de fuerza bruta.",6.76,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"La ejecución de systemd-tmpfiles no implica un alto riesgo, pero considerando el comando 'euid=0', puede significar que se ha realizado una modificación en archivos del sistema como passwd y eso requiere verificación por parte de administradores.",7.55,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,El acceso al archivo /etc/passwd con permisos r/wx (lectura por el usuario y escritura para la gerencia) podría indica un procedimiento administrativo legítimo o intento de explotar una vulnerabilidad como la del privilege escalation.,9.48,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",INFO,La ejecución del sistema de archivos por systemd-tmpfile con los permisos elevados para root y la ausencia de cambios en el directorio /run/shadow sugiere una operación segura asociada a un proceso temporal.,7.28,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"La lectura directa del archivo /etc/passwd, un recurso de alto valor en términos de seguridad, puede ser indicativa de una intención maliciosa o experimentación sin autorización.",7.15,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",INFO,"Syscall systemctl-tmpfiles tiene éxito y no implica riesgo ya que es una operación de sistema legítima, realizada por el usuario root con la identificación correcta (UID=0).",6.57,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",INFO,"El archivo /etc/passwd fue leído con éxito, lo cual es una operación normal para obtener la información de los usuarios del sistema y no representa un riesgo.",6.61,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"La ejecución de systemd-tmpfiles como root para cambios en archivos de paswords no es inusual, aunque cualquier modificación al sistema debe ser justificada y auditable.",6.18,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Carga explícita del archivo /etc/shadow con intento de ejecución (sede=10, cmd='sh -c 'rdate --set-time) representa un riesgo elevado para la seguridad, ya que sugiere una posible manipulación o recuperación forzada de contraseñas.",8.49,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""4294967295"", ""uid"": ""0"", ""gid"": ""0"", ""euid"": ""0"", ""comm"": ""systemd-tmpfile"", ""exe"": ""/usr/bin/systemd-tmpfiles"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El usuario root intentó modificar archivos temporales, lo cual podría indicar una actividad sospechosa si no es parte de la tarea habitual.",6.1,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,"El acceso al archivo /etc/passwd es normal para las operaciones de administrador, pero la auditoría no incluye detalles que indiquen si se realizó una acción inadecuada o necesita ser monitoreada.",8.18,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""3"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""1000"", ""comm"": ""tail"", ""exe"": ""/usr/bin/tail"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",INFO,"La ejecución del comando tail con permisos para leer archivos estándar y los cambios en el archivo passwd se observa como una actividad de mantenimiento regular, no presenta riesgos.",6.93,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Se observa una conexión SSH inusualmente alta al directorio /root, lo cual podría indicar intentos de acceso no autorizado o ataques en curso.",6.82,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""3"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""1000"", ""comm"": ""grep"", ""exe"": ""/usr/bin/grep"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",INFO,"La ejecución del comando grep sobre el archivo passwd, que es una tarea administrativa normal para buscar modificaciones o cambios en los datos de contraseña, no presenta riesgos elevados y ha sido autorizada por el usuario.",7.46,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,"La auditoría detecta una operación con archivos críticos, aunque en este caso no hay errores ni indicios de comportamiento anómalo.",5.92,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""3"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ERROR_PARSE,"FALLO_LLM: {""riesgo"": ""MEDIO"", ""justificacion"": ""El usuario root utilizó sudo para ejecutar un comando potencialmente peligroso relacionado con cambios de contra...",8.05,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"Los logs indican una solicitud exitosa para acceder al archivo /etc/passwd, a pesar de que este no debe ser modificable por usuarios comunes (uid=1000). Esta actividad podría sugerir la explotación del mismo.",7.78,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El usuario root ejecutó sudo, indicativo de una operación crítica como modificar archivos o configuraciones; aunque el exit se registró en error (exit=5) y sin justificación aparente.",6.71,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"La consulta del archivo /etc/passwd mediante el comando cat sugiere un intento directo de acceso a datos sensibles, lo cual es altamente peligroso.",7.07,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""5"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"El usuario con eUID=1000 ejecutó sudo y logra cambiar el pasword, lo cual puede indicar un intento de manipulación o robo de credenciales.",6.76,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",ALTO,"La ejecución del comando cat en el directorio de archivos raíz (/etc) es sospechosa, pudiendo indicar intento directo de acceso a información sensible.",6.89,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""7"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",MEDIO,"El uso de sudo es común en tareas administrativas. La entrada exit=7 puede sugerir que el usuario fue rechazado, lo cual podría indicar un intento fallido o sospecha pero sin más contexto no se considera ricocial.",7.79,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",MEDIO,"El sistema registró una entrada del PATH en el archivo /etc/passwd; no es inusual, pero debe revisarse si se realiza con credenciales de administrador.",6.87,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""6"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"El usuario sudo ejecutó el comando passwd con privilegios elevados y exit=6 indica un error, lo que podría señalar intentos no autorizados de cambiar contraseñas.",6.5,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""name"": ""/etc/passwd"", ""type"": ""PATH""}",INFO,"El archivo /etc/passwd ha sido leído con éxito por el comando cat, una acción normal para un análisis de inicio y no presenta ningún riesgo.",6.09,phi3:mini
"{""type"": ""PROCTITLE""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"{""syscall"": ""257"", ""success"": ""yes"", ""exit"": ""8"", ""auid"": ""1000"", ""uid"": ""1000"", ""gid"": ""1000"", ""euid"": ""0"", ""comm"": ""sudo"", ""exe"": ""/usr/bin/sudo"", ""key"": ""passwd_changes"", ""type"": ""SYSCALL""}",ALTO,"Sudo ejecutó con euid, lo cual puede implicar cambios en archivos de contraseña; este evento aislamos como alto riesgo por la naturaleza del comando y porque el usuario (euid=0) es root.",7.16,phi3:mini
"{""type"": ""CWD""}",INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
